,At,Sentimen,Review,Bintang,Aspek,data_cleaned_aspek
372,2020-04-06 10:19:27,1,Hoby,5,Lainnya,suka
373,2020-04-06 06:50:48,1,"Produk ori ,, Cepet jg sampainya",4,Produk,produk original cepet
374,2020-04-06 01:01:53,-1,"nyesel bgt, eror trs blg nya, udh ditungguin ber minggu"" ttp aja eror, gbs buka review, gbs liat prdukk nya jg",1,Tampilan,sesal error ditungguin ber error buka lihat produk
375,2020-04-05 22:29:59,-1,"Tolong responnya dong, pertama kali saya belanja di soco baru aja beres bayar lewat ovo eh dapet email katanya pesanan dibatalkan, padahal saya ga ngebatalin, da uang saya pun blm kembali sampe sekarang, udh saya email ke cs nya tapi gaada jawaban. Tolong dong responnya ngerugiin banget ini !!!",1,Layanan,responnya belanja soco beres bayar ovo dapet email batal ngebatalin uang sampe email customer service responnya ngerugiin
376,2020-04-05 21:33:05,0,Pas awal order ok² aja eh pas yg ke 2 kalinya paketnya sudah seminggu lebih blm tau ada dmn. Tolong sistemnya di perbaiki lagi biar kita tau posisi paketnya ada dimana selebihnya sih bagus karena sering ada diskon,3,Tampilan,paket sistem posisi paket bagus diskon
377,2020-04-05 13:24:30,1,"Beli langsung di counter sociolla, gapake ribet nunggu estimasi barang dikirim. Harga diskon di counter dan appsnya sama. Dapet poin juga, tapi tolong tambahkan fitur unreshare konten user lain aja.",4,Tampilan,beli counter sulit estimasi harga diskon counter dapet poin fitur unreshare konten user
378,2020-04-05 09:07:12,0,Tolong di tingkatkan lagi dong kualitasnya ini kok selalu lemot bgt kalo loading lama sekali dan sering gagal memuat,3,Tampilan,tingkat kualitas loading gagal muat
379,2020-04-04 14:21:43,-1,"Mau tanya dong, saya ini selalu update sociolla. Ada kendala di setiap kali saya klik menu Shop-Search Product- dan setiap kali saya klik brand yg saya cari itu gabisa liat detail review.. selalu saja Error conection ( alias ga bisa di buka ). Ini sungguh menjengkelkan dn Ribet untuk di gunakan sebagai apalikasi shopping. Jaringan saya oke untuk semua aplikasi tapi tidak untuk aplikasi ini. Mohon di perbaiki. Terimakasih",2,Tampilan,update kendala menu shop-search product brand cari lihat detail error connection alias buka jengkel sulit apalikasi shopping jaring
380,2020-04-04 10:45:25,-1,"Saya pesan dari tanggal 25 maret sampai sekarang barang belum sampai,saya sudah email ke Cs 2 kali tapi tidak ada balasan. Apa ada kontak yang bisa saya hububgi",1,Layanan,tanggal  25  maret email customer service balas kontak hubung
381,2020-04-03 21:16:11,-1,"Sy bingung dg sistem pembelian disini. Bgm bisa pesanan tercancel otomatis pdhl dr customer tdk mencancelny. Pdhl persis sebelumny pesanan tlh terconfrim. Sy dibilang membayar tdk sesuai harga pesanan padahal saya membayar nominal yang sesuai, mungkin krn disitu tdk tercantum saat sy mendapatkan potongan harga dg kupon dan pembelian saat flash sale. Tp asli ini aneh bgt haha Tolong jika ingin meningkatkan kuantitas penjualan diimbangi dengan kualitas dan koordinasi fungsi satu sama lain. Thx",1,Layanan,sistem beli tercancel otomatis customer konfirmasi bayar sesuai harga bayar nominal sesuai cantum potong harga kupon beli flash sale aneh tingkat kuantitas jual imbang kualitas koordinasi fungsi
382,2020-04-03 19:59:39,0,hay saya dari papua mau tau kalo order barang di SOCO ini datangnya ke papua bereapa lama makasih yae..saya kasih 🌟 🌟 🌟,3,Lainnya,papua soco papua yae
383,2020-04-03 05:39:35,-1,"Parah banget order dari thl 24 sampe tgl 3 GAADA KEJELASAN ! email Cs katanya pengiriman lewat lion.. dm di ig ktnya pengiriman lewat SAP, info ga jelas. Diskon2 terus yg diaplod sampe orderan membeludak akhirnya paketan org TERBENGKALAI ! HARUSNYA pelayanan sama kualitas pengiriman yg diperbagus semakin kesini kok semakin buruk.. semoga kedepannya lebih baik",1,Layanan,parah thl  24  sampe tanggal email customer service lion dm ig diskon 2  sampe beludak paket bengkalai layan kualitas bagus buruk moga
384,2020-04-02 23:20:41,-1,"app nya sih bagus, update, promo. tp bagian pengirimannya memble euy. costumer care gak bisa dihubungi. live chat gak ada juga. mau cek paket gak bisa. mau tanya konfirmasi juga gak bisa. bagusnya cuma di tampilan doang.",1,Tampilan,bagus update promo ya costumer care hubung live chat cek paket konfirmasi bagus tampil doang
385,2020-04-02 18:22:09,1,"Kak saya minta nomor resinya kok gak dibales,saya udah ngirim melalui email.",4,Layanan,pinta nomor resi dibales udah ngirim email
386,2020-04-02 12:06:10,-1,"nyesel seumur hidup belanja disini , najis , baru pertama kali belanja disini edan pengiriman lama banget seminggu lebih , giliran di email eh katanya barang kosong , 2 hari berikutnya di email lgi barang di cancel sepihak , heh lu pikir gua bayar pake daun gw bayar pake duit bambankk , mana smpe skrng blm di refund dananya, awas aja klo sampe gk di balikin duit gua , gua tuntut nih perusahaan , sumpah gk recommended , gk usah belanja disini admin kgk jelas tiba² cancel sepihak , respon lambat",1,Layanan,sesal umur hidup belanja jijik belanja gila email kosong email cancel heh lu bayar daun bayar uang bambankk refund dana awas sampe balikin uang tuntut usaha sumpah recommended belanja cancel respon lambat
387,2020-04-02 08:06:21,-1,"SISTEM PENGIRIMANNYA 👎 Seminggu lebih nunggu, padahal orderan pertama beli pake app ini, beli barang di batam aja ga selama ini dong, dan bener gabisa lacak paket, kalo ada update an paketnya kan nunggu 2 minggu juga gamasalah, tapi ini gatau di mana paketnya. Cukup tau aja deh kedepannya ga lagi lagi , maaf, makasih!!",1,Layanan,sistem beli beli batam lacak paket update an paket paket maaf
388,2020-04-01 17:02:34,-1,"Daripada beli di sociolla mending beli yg di marketplace ijo oren biru aja ketauan kalo pengiriman lama bisa komplain kemana dan refundnya cepet. Asli ni dah hampir 2 minggu barangnya ga jelas, status ga jelas, ga ada resi, mau komplen kemana ga tau.",2,Layanan,beli beli marketplace hijau orange biru complain refundnya cepet status resi komplen
389,2020-04-01 11:12:12,-1,"Pernah belanja disini nyampe nya seminggu. Waaaw mana gak ada resinya lagi 😟 Udah gtu tiap mau klik apa2 loading ny lama bgt, padahal sinyal bagus",1,Layanan,belanja nyampe kejut resi udah loading sinyal bagus
390,2020-04-01 06:11:29,1,"Tiap mau riview trus mau di publish slalu loding lama banget sampe nuggu 1 jam tetep loading ga ke publish""😪",4,Tampilan,publish loading sampe nuggu jam loading publish
391,2020-04-01 01:23:32,-1,Emboh lah saya udah daftar tapi suruh daftar lagi padahal udah pencet daftar. Juga saya pake akun saya ga bisa padahal udah bener dan jelas tulisannya ini apk ter tai 💩💩💩💩💩,1,Tampilan,udah daftar perintah daftar udah tekan daftar udah tai
392,2020-03-31 20:18:21,-1,"Apps nya ngga bisa di buka, padahal sudah 2 kali instal sejak beberapa bulan lalu. Dan sudah pake yg paling update :(",1,Tampilan,buka install update
393,2020-03-31 19:52:00,-1,Hey how to track the shipment?? I already purchased some item 4 daya ago and the status is shipped but i didnt get it till know. And i dont know how to track,2,Tampilan,hey how track shipment already purchased some daya ago and status is shipped but didnt get it till know and dont know how track
394,2020-03-31 17:51:52,-1,Baru instal sudah di suruh update😰😰😰 aplikasinya kayak fb gk kayak aplikasi tetangga.? Semgah ada kemajuan ajalah.,1,Tampilan,install perintah update fb tetangga semgah maju aja
395,2020-03-31 16:22:54,0,Jika bisa COD bintang 5,3,Layanan,cash on delivery
396,2020-03-31 12:28:49,-1,Saya belanja ga dikirm2 saya email tpi di phpin. Buat tmn2 jngn pesan dsni lgi,1,Layanan,belanja dikirm 2  email phpin teman
397,2020-03-31 10:45:53,-1,"Berat banget buka aplikasi ini, padahal instagram aja ngga seberat itu",2,Lainnya,buka instagram
398,2020-03-30 02:13:48,1,Yoiii,5,Lainnya,
399,2020-03-30 01:30:03,0,Bisa bayar ditempat belum,3,Lainnya,bayar
400,2020-03-29 17:57:01,-1,Ko error conection terus ya?padahal jaringan nya lagi bagus,1,Lainnya,error connection ya jaring bagus
401,2020-03-29 14:36:22,-1,"Olshop dengan pengiriman terlamaaaa di antara olshop"" lain.. parah bgt sih lamanya. Deskripsi pengirimannya cuma shiping gtu doang, resi gak ada, barang gtau dimana.. blanja udah 2x dsini tapi ttep aja samaa.. lamanyaaa..",2,Layanan,online shop online shop parah deskripsi shipping doang resi belanja udah
402,2020-03-29 08:22:44,-1,Saya pesan produk dari aplilasi ini sidah trasfer tapi statusnya blm di kirim2 mohon di bantu,2,Layanan,produk transfer status kirim 2  bantu
403,2020-03-28 15:02:55,1,Vudo Kgk,5,Lainnya,
404,2020-03-28 13:43:08,1,Sangat bagus,5,Lainnya,bagus
405,2020-03-28 06:34:29,1,Oke,5,Lainnya,
406,2020-03-27 20:52:51,-1,"Knpa pas mau liat produknya,error conecting terus??",1,Tampilan,lihat produk error conecting
407,2020-03-27 19:49:46,-1,"Awalnya sih bagus saat memakai aplikasi nya. Tapi, disaat saya edit profil nya kok ga mau di save gitu sih?!. Padahal, saya sudah mencoba nya beberapa kali tapi, tetap ga mau.. :(",1,Tampilan,bagus edit profil save
408,2020-03-27 13:39:40,-1,"Aplikasi kadang lola, suka tiba2 error not connection padahal sinyal oke (bikin males belanja), tolong lebih disempurnakan lagi aplikasinya",2,Tampilan,suka error not connection sinyal males belanja sempurna
409,2020-03-27 13:29:44,0,Saya sudah order di sini tapi belum di proses gimna ya? Saya harus chat kemana?,3,Lainnya,proses gimna ya chat
410,2020-03-27 08:49:44,-1,"Gak lengkap ih aku nyari some by mi snail truecica toner gak ada, kebanyakan produk lokal",1,Produk,lengkap cari some mi snail truecica toner produk lokal
411,2020-03-26 21:47:48,-1,"Kak,sy tinggal di kaltim-kota bontang kalau sy pesan apakah ttp sampai ke rumah sy",2,Lainnya,tinggal kaltim-kota bontang rumah
412,2020-03-26 13:51:10,0,Error conection dan produk juga not found terus padahal gak ada kendala jaringan internet,3,Tampilan,error connection produk not found kendala jaring internet
413,2020-03-26 09:48:40,0,Halo tim SOCO! Saya sudah 6x reset password pagi ini dan dapat email kalo reset password saya berhasil tapi kenapa saya tetap tidak bisa login karena password salah? Pls fix it. Thankyou! 💕,3,Tampilan,tim soco reset pagi email reset hasil salah it
414,2020-03-26 06:46:34,0,"App & Website tolong di re-check, karna sudah daftar lalu log in gak bisa, forgot password tapi katanya tidak terdaftar, sudah 2x register sama aja. Mohon bantuannya",3,Tampilan,website re-check daftar log forgot daftar register bantu
415,2020-03-25 16:09:57,-1,"I m truly sorry vo give this feedback before bcause it's outta my expect about Soco. Kapok aing belanja di Sociolla. Barang lama sampenya pisan, kurir dipilih ngga kredibel banget pdhl ada yg bagus tp dipilih yg so so even worst in my opinion. Terus di notif updatenya ngga dicantumin kode trackingnya jd ngga bs lacak pesanan udh sampai mana.",2,Layanan,truly sorry vo give this feedback before it outta my expect about soco sesal belanja kurir pilih kredibel bagus pilih so so event worst my opinion notif updatenya dicantumin kode trackingnya lacak
416,2020-03-25 12:51:08,1,Good,5,Lainnya,good
417,2020-03-25 08:15:35,1,Anisa Bintang,5,Lainnya,anisa
418,2020-03-24 11:07:14,-1,"Error mulu, udah di instal ulang tapi tetep aja",1,Tampilan,error udah install
419,2020-03-24 10:45:17,-1,Pas mau login ke soco selalu password salah padahal gak salah. Udah reset password juga selalu gitu. Gabisa belanja. Aplikasi sampah.,1,Tampilan,soco salah salah udah reset belanja sampah
420,2020-03-24 10:43:39,1,Bagus sekalii,5,Lainnya,bagus
421,2020-03-24 10:15:35,0,sering bug,3,Lainnya,bug
422,2020-03-24 09:40:58,-1,"Pertama kali belanja di olshop pengiriman nya luar biasa LAMA. Pertama kali pesan sampai 5 hari, dan kedua kali pesan sudah seminggu barang belum dikirim kirim terus tiba tiba order status jadi refund. Tp akhirnya barang terkirim dan yang dikirim cuma 1 item padahal saya pesan 2 item jadi udah 2 minggu pesanan saya blm sampai semuanya!!! Udah hubungi cs tp udh sekitar 2 hari blm ada perubahan tetang pesanan sy! Jelek bgt pelayanan nya! Next order? gak lagi kayanya. Malah mending uninstall aja.",1,Layanan,belanja online shop status refund udah udah hubung customer service tetang buruk layan next uninstall
423,2020-03-24 02:47:12,1,best app ever!!,5,Lainnya,best
424,2020-03-23 22:15:46,-1,Sering minta di updet,2,Tampilan,pinta update
425,2020-03-23 20:37:48,-1,E-commerce app yang aneh.. tidak easy used.,1,Lainnya,aneh easy used
426,2020-03-23 15:45:21,-1,Lebih lancar di web walaupun web juga sering down,2,Lainnya,lancar web web down
427,2020-03-22 21:38:20,-1,Penipuan nih barang ga datang datang,1,Layanan,tipu
428,2020-03-22 15:27:42,-1,"Aplikasinya gak tau knp nih yang pertama aku kan udah daftar buat akun eh malah udah selesai di step terakhir waktu aku mau cari barang eh malah disuruh buat akun lagi berarti waktu pertama tdi aku buat akun itu enggak masuk dong ihh pokokonya ini tuh aplikasi Kayak gak bisa di buat apa2 cuma menuhin memori doang tolong dong ditingkatin lg performanya biar app ini jadi lebih baik tambah satu lagi kok sring gk bisa dibuka sih mulai dari beranda,pencarian dll slalu ada tulisan klo koneksinya error",1,Tampilan,udah daftar udah selesai step cari suruh arti tdi masuk ihh pokokonya menuhin memori doang ditingkatin performa sring buka beranda cari koneksi error
429,2020-03-22 15:10:08,1,Kenapa sekarang mau review produk susah amat yaa ? Pdhal sudah lumayan baik saat order,4,Tampilan,produk sulit ya
430,2020-03-22 11:11:25,-1,Aplikasi nya aneh udah dibuka pas mau liat barang malah eror conection padahal aku pakai aplikasi lain yang menggunakan kuota bisa aja,1,Tampilan,aneh udah buka lihat error connection kuota
431,2020-03-22 02:59:42,1,like bgt,5,Lainnya,like
432,2020-03-21 23:23:03,-1,"Lemot banget , saya pikir kalau sudah download ada perbaikan, ternyata makin lemot.",2,Tampilan,nyata
433,2020-03-21 15:02:47,0,"Perlu banyak improvisasi, masih sering error",3,Tampilan,improvisasi error
434,2020-03-21 05:22:32,-1,"Baru saya download tp ""error connection"" padahal pake wifi masih banyak kuotanya, jaringannya juga lancar jaya :""). Tolong perbaiki :"")",2,Tampilan,error connection wifi kuota jaring lancar jaya
435,2020-03-20 20:28:46,1,Like it,5,Lainnya,like it
436,2020-03-20 20:06:03,0,Aku mau review kok ga bisa ya kak? Padahal sinyalnya bagus2aja.,3,Lainnya,ya sinyal bagus 2 aja
437,2020-03-20 11:23:33,1,Bagus,5,Lainnya,bagus
438,2020-03-20 05:33:15,-1,"Ulasan saya sebelumnya di hapus, haha Oke saya tulis lagi. Pertama saya belanja lama bgt sampe, yg kedua juga sama lamaa, hampir 2 minggu. Yg ketiga, parah bgt di cancel dong, sudah seminggu ga ada info, tau2 dicancel. Saya email ke cs katanya kosong semua, anehhh!!!! Dan mana di refund?? Lama banget refundnya!!!! Sumpah kecewa bangett!!! Ga akan saya belanja lagi disini, saya akan unistal.!!!!",1,Layanan,ulas hapus belanja sampe parah cancel dicancel email customer service kosong aneh refund refundnya sumpah kecewa belanja uninstall
439,2020-03-19 16:19:48,-1,Error conection mulu kenapa sih. Mau daftar aja susahh,1,Tampilan,error connection daftar sulit
440,2020-03-19 11:13:13,-1,"Bener kaya review yg lain, aplikasi ini banyak error connecting. Cuma bisa lihat beberapa review make-up, banyak yg ga bisa di buka udah di refresh tetep error connect. Jaringan aku bagus padahal, buka ibternet dll lancar",2,Tampilan,error connecting lihat make-up buka udah refresh error connect jaring bagus buka internet lancar
441,2020-03-19 09:39:19,0,padahal koneksi bagus tapi error terus tulisannya,3,Tampilan,koneksi bagus error
442,2020-03-19 07:03:20,1,Bagus,5,Lainnya,bagus
443,2020-03-18 19:33:55,-1,Aplikasi nya aneh setiap kali daftar gx bisa gx bisa trus,1,Tampilan,aneh daftar
444,2020-03-18 16:53:32,1,"Aku suka Banget sama app ini,,membantu aku dalam mencari skincare terbaik untuk kulitku,serta produk² kecantikan lainnya walau terkadang stoknya cepet abis😊,,tapi susah banget untuk log in padahal jaringannya bagus,jadi harus berulang kali baru bisa,,😢",4,Produk,suka bantu cari skincare produk cantik stok cepet abis sulit log jaring bagus
445,2020-03-18 01:09:54,1,Dolwnload lagu tiket suargo,5,Lainnya,lagu tiket surga
446,2020-03-17 23:05:23,1,Mantull,5,Lainnya,mantap
447,2020-03-17 21:00:49,0,"Appnya bagus dn membantu bgt buat gw yg masih awam bgt soal makeup dll , cuma saran aja tlg ditingkatkn lg appnya soalnya tiap buka minta di update terus dn ckup menguras data dn penyimpanan jg 😊😊",3,Tampilan,bagus bantu makeup saran ditingkatkn buka pinta update uras data simpan
448,2020-03-17 20:39:57,-1,Mohon dibantu..saya baru download kemudian bikin akun tapi selalu ndk bisa...,1,Tampilan,bantu
449,2020-03-17 18:07:39,1,Good,5,Lainnya,good
450,2020-03-17 17:25:14,-1,"Parah banget, mau review produk malah force close mulu 😏 mau review di website jg sama aja sering error",2,Tampilan,parah produk force close website error
451,2020-03-17 09:59:05,-1,kenapa sih gak bisa di di bukak dan gak bisa dipakai😩,1,Tampilan,buka
452,2020-03-16 19:28:36,1,Bagus aplikasinya tapi masa udh belanja banyak poin nya ga masuk ttp 250 padahal harusnya udh naik levelnya. Kesel bgt,4,Tampilan,bagus belanja poin masuk  250  level kesal
453,2020-03-15 10:48:13,-1,App suka keluar2 sendiri,2,Tampilan,suka
454,2020-03-15 05:55:51,-1,"Kenapa harus sering banget aplikasinya minta di perbarui. Dan kalau g diperbarui , sama sekali g bisa masuk aplikasi dan lihat content apapun",1,Tampilan,pinta masuk lihat content
455,2020-03-14 23:27:36,-1,"Baru download, daftar, eh mau lihat review produk atau mau add to bag dibilang jaringan eror mulu. Kirain pengaruh signal atau kuota, tapi buat buka apk yang lain nyaut aja tuh. Jujur tertarik dan ingin sekali buat shopping disini. Tapi kalo apk nya eror trs gimana mau shoppingnya. Tolong segera di selesaikan dong Soco kalo emg lagi diperbarui !",1,Tampilan,daftar lihat produk add bag jaring error pengaruh signal kuota buka jujur tarik shopping error shoppingnya selesai soco
456,2020-03-14 18:57:31,1,"Sejauh ini sy selalu puas sm pelayanan di Sociolla. Barang sll lengkap,aman,dan cpt sampai. Mskpn stok hbs trs qt udh telanjur trf,at least mreka inform dl via email dan akan trf balik (tp kasus sy direstok). Bonus jg sll dpt klo ikut eventnya. TOP deh",5,Layanan,puas layan lengkap aman cepat stok habis telanjur transfer at least informasi via email transfer direstok bonus eventnya mantap
457,2020-03-14 18:10:52,-1,Coba bsa cod,1,Lainnya,cash on delivery
458,2020-03-14 13:20:05,1,"Kemaren sempat transaksi gagal, dan voucher hangus. Alhamdulillah pihak sociolla mau bertanggung jawab",5,Layanan,transaksi gagal tanggung
459,2020-03-14 03:59:55,0,promo / discount 70-80% nya tolong dibanyakin ya sist,3,Layanan,promo discount  70 - 80  ya sist
460,2020-03-14 03:20:11,-1,Aku mesan barang. Pas konfirm pembayaran statusnya blm konfirm masih waiting bank transfer. Gimna tuh udah bayar tp ngga ada reaksi apa2. Udah dklik masih statusnya blm bayar. Padahal 24 jam barang hangus. Uang melayang. Tolong dong segera tindaki 😡😡😡😡😡👎👎👎👎👎👎. Habis ini ngga mau belanja disini lagi.,1,Layanan,mesan konfirm bayar status konfirm waiting bank transfer gimna udah bayar reaksi udah status bayar  24  jam uang layang tindak habis belanja
461,2020-03-13 23:34:46,0,Gak ada keterangan harga nya,3,Tampilan,terang harga
462,2020-03-13 15:39:00,0,"Aku udah coba download lagi, aku udh ngasih aplikasi ini bukan lagi kesempatan kedua, tapi udah keempat xD udah bisa dibuka, gak kayak sebelumnya. Cuma menurut aku masih harus improve lagi sih karena kurang user friendly, masih agak suka rada"" gitu aplikasinya. Tapi untuk user interface nya sih udah lumayan lah. Yang bermasalah kayanya beratnya. Agak berat jadi suka agak lambat kadang. Tapi udah lumayan banget sih daripada yang sebelumnya.",3,Tampilan,udah udah xd udah buka improve user friendly suka user interface udah suka lambat udah
463,2020-03-13 04:39:46,-1,"Susah login ataupun buat akun baru Loading nya lama, ga bisa bisa juga",1,Tampilan,sulit loading
464,2020-03-12 14:40:23,0,👍,3,Lainnya,
465,2020-03-12 09:02:03,-1,"Update terus setelah beberapa hari. Sering harus login ulang, merepotkan Harusnya pakai sistem sidik jari saja. Emang aplikasi ini sgt insecure ya sampai hrs logiin trus",1,Tampilan,update repot sistem sidik jari insecure ya
466,2020-03-11 22:44:10,1,Aktifasi akun yg brnma suri atika kk,5,Lainnya,aktivasi nama suri atika
467,2020-03-11 17:50:00,-1,Buruk,1,Lainnya,buruk
468,2020-03-11 14:49:53,-1,Halloo soco saya tadi sudah install terus udah login tapi sekarang tidak bisa di buka lagi apknya:( mohon bantuannya,1,Tampilan,soco install udah buka bantu
469,2020-03-11 12:50:42,1,"Bagus apps nya sangat membantu cuman untuk keterangan pengiriman nya kurang detail seperti kapan paket akan sampai dan kurir apa yg digunakan untuk mengirim. Terus bingung mau cek resi nya dimana, option bahasa udh diubah bahasa indonesia tapi tetep aja sebagian ada yg pake bahasa inggris",4,Tampilan,bagus bantu terang detail paket kurir cek resi option bahasa bahasa indonesia bahasa inggris
470,2020-03-11 00:57:11,-1,"Udah susah aplod malah susah masuknya,. Eror. Hapus lg deh. sayang.",1,Tampilan,udah sulit upload sulit masuk error hapus
471,2020-03-10 18:48:58,-1,Minta upgrade teruusssss...,2,Tampilan,pinta upgrade
472,2020-03-10 11:15:11,-1,Mksdnya gimana ini. Saya baru dwndl setelah isi nama belakang pasti keluar lg ke tampilan awal. Parah,1,Tampilan,maksud isi nama tampil parah
473,2020-03-10 03:45:21,-1,"Pas masuk keluar trs,udh gtu baru juga di upgrade eh malah disuruh upgrade lagi,ribet.",1,Tampilan,masuk upgrade suruh upgrade sulit
474,2020-03-09 18:10:18,-1,Susah bgt mau masuk udh brp kali saya coba smpai ganti email dan pasword,1,Tampilan,sulit masuk email pasword
475,2020-03-09 13:46:36,1,Piling gud,5,Lainnya,feeling good
476,2020-03-09 13:02:20,1,ok,5,Lainnya,
477,2020-03-08 22:59:48,1,"Aplikasinya bagus .cuma bingung gimana order barangnya, soalnya saat saya klik gambar shop bag malah tulisannya shop bag empty padahal saya sdh add to bag barang saya",4,Tampilan,bagus gambar shop bag shop bag empty add bag
478,2020-03-08 08:51:14,0,"Kokkk aku gak bisa login lagi ya? Padahal udah 5-6 kali belanja di website kalian tiba2 gak bisa login. Terus tulisannya eroror PW, jadi.... Ku ganti PW tp gagal mulu 😭😭😭😭😭😭😭😭.... Kan sedih",3,Tampilan,ya udah  5 - 6  belanja website error gagal sedih
479,2020-03-07 21:28:35,-1,Pls donk diperbaiki app dan websitenya. Makin lama kok malah makin susah dibuka yaaa,2,Tampilan,websitenya sulit buka ya
480,2020-03-07 17:30:19,-1,Ribet,1,Lainnya,sulit
481,2020-03-07 15:57:49,-1,"Pesanan yg sbelumnya sudah dikonfirmasi pembayarannya, mlah tidak terproses dan hrus mnunggu lagi untuk brang dikirim",1,Layanan,konfirmasi bayar proses
482,2020-03-06 21:58:50,-1,Anjenglh baru ngistal dah kayak gini Baru mau longin katanya jaringannya eror padahal jaringan ku dah punuh Passwordku pun dh betul di bilang salah lupa sandi. kalo kayak gini bagusan tadi gk osah di instal,1,Tampilan,menginstall gin jaring error jaring passwordku salah lupa sandi gin bagus install
483,2020-03-06 11:04:14,1,Saya suka belanja di sociolla karna lebih gampang dan lengkap.. Trus barangnya datang sesuai pengiriman dan tepat waktu...,5,Layanan,suka belanja mudah lengkap sesuai
484,2020-03-05 15:13:52,-1,"sebenernya apps ini sangat membantu dan memudahkan untuk mencari brand2 make up yang bagus,berkualitas,murah tapi jeleknya dikit2 harus di upgrade mulu, padahal udah di upgrade tapi masih disuruh harus upgrade lagi. dan itu membuat tidak nyaman",2,Tampilan,bantu mudah cari make up bagus kualitas murah jelek dikit upgrade udah upgrade suruh upgrade nyaman
485,2020-03-05 14:54:55,0,Updatenya keseringan. Giliran udh di update nanti lagi perbaikan,3,Tampilan,updatenya update
486,2020-03-05 14:24:21,-1,Masa baru install trus mau log in no conection mulu padahal ga ada masalah apa apa sm jaringan,1,Tampilan,install log no connection jaring
487,2020-03-05 14:11:03,-1,"kok bisa si, baru mau daftar saja username ga bisa bisa. katanya username sudah terdaftar. hheemmm, pdahal tk coba ganti2 nama. giliran coba langsung masuk error error.",1,Tampilan,daftar username username daftar hheemm nama masuk error error
488,2020-03-05 08:07:06,-1,"Udah di update tp knp malah aplikasinya keluar sendiri. Cuma nyampe ""beauty in one"" eh lgsg keluar lagi gimana siih ga pernah gini sebelumnya sociolla. Diperbaiki lagi dong",2,Tampilan,udah update nyampe beauty one siih gin
489,2020-03-04 23:18:15,-1,Lah udh di instal kok pas di masukin email dan kata sandi kok gk mau yh,1,Tampilan,install masuk email sandi ya
490,2020-03-04 21:48:44,1,Kebanyakan update,4,Tampilan,update
491,2020-03-04 21:32:16,0,Semoga bisa belanja di sini tapi harganya mahal gak diskon gak ada brand Lt pro,3,Produk,moga belanja harga mahal diskon brand lt pro
492,2020-03-04 14:27:57,0,3 dulu klo bagus nnti ditambah,3,Lainnya,bagus
493,2020-03-04 12:31:42,1,Mbak bantu saya dong.. Saya kesulitan di Username Apa ada contohny.. Terima kasih,5,Lainnya,bantu sulit username contoh
494,2020-03-04 10:14:56,1,Diskon esqa lagi dong 50% 🥺,5,Lainnya,diskon esqa  50 
495,2020-03-03 19:01:49,-1,GAK BAKALAN LAGI BELANJA DISINI !!! Seumur hidup belanja online baru kali ini KECEWA BERAT Kenapa gak dari awal di informasikan mengenai stock barang kalau memang kosong dan harus diganti Gak pake kirim balik barang baru dikasih info kalau produk kosong dan dapet pilihan refund atau dikirim kembali produk yang salah (yang gak sesuai dengan deskripsi awal),1,Layanan,belanja umur hidup belanja online kecewa informasi kena stock kosong produk kosong dapet pilih refund produk salah sesuai deskripsi
496,2020-03-03 16:35:00,1,Wow pesanan yang bagus ya,5,Lainnya,wow bagus ya
497,2020-03-03 15:24:55,1,Okkk,5,Lainnya,
498,2020-03-03 10:29:28,-1,"Yang tau aplikasi tempat makeup dan skin care yang waras tolong beri tau ya,ini udah saya hapus",1,Lainnya,makeup care ya udah hapus
499,2020-03-03 08:58:41,1,Supeeer..love it!,5,Lainnya,supeer love it
500,2020-03-03 07:58:21,-1,Aplikasi ini selalu minta diupdate padahal baru 3 bulan.kalo ga diupdate ga bisa buka aplikasi.masa iya tiap bulan update aplikasi berat lah.,1,Tampilan,pinta diupdate kalo diupdate buka update
501,2020-03-02 20:48:27,1,"Ngabisin duit aja, tapi aku padamu💕✨",5,Lainnya,ngabisin uang
502,2020-03-02 20:25:14,1,Sociolla merupakan aplikasi yg bagus walaupun sy blm pernah belanja di situ. Namun akan lebih bagus lagi jika brand-brandnya ditambah.,4,Produk,rupa bagus belanja bagus brand-brandnya
503,2020-03-02 19:51:10,1,Kenapa saya tidak bisa mendaftar di aplikasinya?,4,Tampilan,daftar
504,2020-03-02 07:59:50,1,Bagussss,5,Lainnya,bagus
505,2020-03-01 21:29:52,1,Kk kenapa pas kita mau review pasti gagal tulisan silahkan coba lagi. Ntah di aplikasinya maupun di web :(,5,Tampilan,gagal silah web
506,2020-03-01 12:29:12,-1,"-[Ulasan terbaru saya] untuk pembayaran permata bank kenapa tidak bisa diklik ya di apps? Logo permata ngga muncul dan ngga bisa bayar, tp kalo buka lewat browser biasa bisa pake permata bank, kenapa app ini masih lama ya padahal saya sukak cuma ngeselin pas mau bayar problemnya itu mulu, mana kode voucher dah kepasang, saya buka lwt browser ya vochernya gabisa dipasang lagi :( awas aja kalo balesnya coba cek koneksi internet anda, nih ya koneksinya lancarrrrr plis atuhlah",1,Layanan,ulas bayar permata bank ya logo permata bayar buka browser permata bank ya suka ngeselin bayar problem kode pasang buka browser ya vochernya pasang awas balesnya cek koneksi internet ya koneksi lancar
507,2020-02-28 23:50:10,1,Suka sih ama aplikasinya. Detail gitu ulasannya. Cuma promo gratis atau diskon ongkirnya lebih sering dong.,4,Layanan,suka ama detail ulas promo diskon ongkirnya
